Date	Wed Feb 19 18:29:42 EST 2025
ANNOTATED_GENES	TWIST1, TFAP2B, TBX3, HOXB5, SOX17, NKX2-5, DMRTA2, HOXC13, RNF220, HAND2, HOXC4, VGLL2, RUNX3, PITX2, PCDH8, NR2F2, HAND1, GATA6, NKX6-1, PTF1A, FERD3L, PRDM1, PITX1, CDX2, PRKCH, ONECUT1, HLX, PHOX2B, ISL1, SATB2, SIX1, GBX2, FOXD1, ALX1, EBF2, HOXA7, HOXD10, FOXA2, FOXL1, DMRT1, SHOX2, HOXD11, SIX2, NOLC1, UNCX, SIX3, TBX20, HOXA11, PROX1, GATA4, HOXD13, HOXC11, HEY2, TCF21, DLX6, FOXA1, PAX9, VAX1, POU4F1, HOXD9, NKX2-3, FOXC2, GJB6, STK3, HOXB2, HOXB3, ARX, CCNO, DMRT2, HOXA5, EN1, ONECUT2, ZIC3, SOX21, NUP133, BARX1, PDX1, ALX4, GATA3, LEF1, MSX2, LBX1, HOXB4, DLX5, TAL1, TBX5, TBX18, TBX2, FOXB1, SOX2, NFIB, POU4F2, GJB2, PAX2, MSX1, SALL1, WT1, PGM5, LHX2, PAX6, MCIDAS, FOXF1, HOXD3, NKX2-6, HOXA13, HOXB7, IRX3, EOMES, FOXL2, HOXA3, PAX8, FOXE1, PAX5, VAX2, DLX2, NR5A2, OSR2, POU4F3, SIM1, GSC

-- 47 of 2082--
GOID	GO:0048731
TERM	system development
P-VALUE	5.42820212235131e-23
CORRECTED P-VALUE	1.13015168187354e-19
NUM_ANNOTATIONS	184 (of 3793)
ANNOTATED_GENES	LHX6, SIM2, FEZF1, EOMES, ZFHX3, HOXD3, PAX5, GSC, HOXA6, TLX3, OSR2, POU4F3, IRX5, HOXB3, EN1, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, BHLHE22, GATA2, DLX1, LEF1, ISL2, LBX1, ONECUT2, ZIC3, HOXA4, ALX4, BARX1, TBX2, DLX5, IGF2BP3, HOXA2, HOXB4, MEIS1, EN2, WT1, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, FOXL1, DMBX1, LHX5, ALX1, TBX15, GATA4, TBX20, SLC17A6, DMRT1, SHOX2, UNCX, HOXD11, SIX2, HOXC11, LMX1A, TCF21, HEY2, HOXD13, SOX3, POU4F1, HOXD8, SOX14, OLIG3, FOXC2, HOXC5, DLX6, HOXB1, TBR1, TFAP2B, NEUROG2, HOXB5, DMRTA2, TWIST1, EMX2, HOXC4, RUNX3, HAND2, RAX, PRDM1, HOXA10, PITX1, HAND1, HOXB9, PTF1A, FERD3L, GSX2, NKX6-1, SIX1, ZIC2, GBX2, ADCYAP1, LHX2, PAX6, LMX1B, HOXC9, HOXB6, FOXL2, HOXB7, IRX3, FOXF1, DBX1, HOXA13, HOXB8, NKX2-6, OTX2, FOXE1, DLX2, VAX2, HOXA3, PAX8, NR4A2, NR2E1, SIM1, ARX, HOXA5, HOXA1, DMRT2, GJB6, HOXA9, PAX3, ZIC1, GATA3, MSX2, PDX1, NUP133, FOXB1, MEIS2, SOX2, TAL1, ZIC5, TBX18, TBX5, IGF2BP1, ZIC4, PAX2, FZD10, SIX6, NFIB, SOX1, HOXD10, FOXA2, HOXA7, SIX3, HOXA11, PROX1, DMRT3, HOXD1, SPAG6, MNX1, OTP, VAX1, NKX2-3, HOXD9, OLIG1, FOXA1, OLIG2, SOX17, TBX3, BARHL1, NKX2-5, HOXD12, LHX4, HOXC8, PITX2, RNF220, FEZF2, NR2F2, LHX8, GATA6, FOXD1, PRKCH, ONECUT1, CDX2, HOXC10, SATB2, HMX3, ISL1, PHOX2B, HLX

-- 48 of 2082--
GOID	GO:0009889
TERM	regulation of biosynthetic process
P-VALUE	2.18541874825286e-22
CORRECTED P-VALUE	4.55004183386245e-19
NUM_ANNOTATIONS	220 (of 5042)
ANNOTATED_GENES	LHX4, HOXC8, SOX17, TBX3, FOXD2, HOXD12, NKX2-5, BARHL1, CDKN2A, VGLL2, RNF220, PITX2, NR2F2, LHX8, GATA6, FEZF2, LIN28B, ONECUT1, PRKCH, HOXC10, CDX2, HMX3, SATB2, HLX, PHOX2B, ISL1, INO80B, FOXD1, EBF2, HOXA7, HIST1H1B, HOXD10, C14orf39, BSX, FOXA2, PAX7, NOLC1, SIX3, PROX1, DMRT3, HOXA11, MNX1, OTP, HOXD1, OLIG1, FOXA1, OLIG2, VAX1, PPRC1, ZNF883, NKX2-3, HOXD9, HOXA9, PAX3, ARX, HOXA5, DMRT2, HOXA1, SOX21, PDX1, ZIC1, GATA3, BTNL9, FOXD3, MSX2, TAL1, ZIC5, ZFHX4, IGF2BP1, TBX5, TBX18, NKX2-4, FOXB1, MEIS2, SOX2, ZDBF2, NFIB, SOX1, PAX2, ZIC4, SIX6, LMX1B, HOXC9, HOXB6, LHX2, SKOR1, PAX6, FOXF1, MCIDAS, HOXA13, DBX1, HOXB8, NKX2-6, FOXL2, IRX3, HOXB7, SP8, PAX8, HOXA3, NR4A2, OTX2, NBDY, EBF1, FOXE1, DLX2, NR5A2, VAX2, FLI1, HOXC12, NR2E1, SIM1, TWIST1, TBR1, NEUROG2, TFAP2B, HOXB5, DMRTA2, EMX2, HOXC13, CBX2, RUNX3, HOXC4, SKOR2, HAND2, HAND1, EVX2, HOXB9, PTF1A, GSX2, FERD3L, NKX6-1, PRDM1, RAX, HOXA10, CCNC, PITX1, CBX8, SIX1, ZIC2, CUEDC2, ADCYAP1, GBX2, DMBX1, ALX1, LHX5, FOXL1, SHOX2, DMRT1, FOXB2, UNCX, SIX2, HOXD11, TGIF1, TBX15, GATA4, TBX20, HOXD13, SOX3, HOXC11, LMX1A, HEY2, TCF21, DLX6, HOXB1, HOXC5, PAX9, POU4F1, SOX14, HOXD8, OLIG3, FOXC2, STK3, PRDM6, HOXD4, TFAP2D, HOXB2, HOXB3, SP9, EBF3, EN1, ZIC3, ONECUT2, HOXA4, ALX4, BARX1, GATA2, DLX1, BHLHE22, LEF1, ISL2, LBX1, DLX5, HOXA2, IGF2BP3, HOXB4, MEIS1, TBX2, GFI1, POU4F2, BARHL2, LHX9, EN2, SALL1, WT1, MSX1, FEZF1, MECOM, SIM2, LHX6, HOXD3, EOMES, ZFHX3, ZNF503, PAX5, OSR2, POU4F3, IRX5, GSC, HOXA6, TLX3

-- 49 of 2082--
GOID	GO:0010557
TERM	positive regulation of macromolecule biosynthetic process
P-VALUE	6.27935643839706e-22
CORRECTED P-VALUE	1.30736201047427e-18
NUM_ANNOTATIONS	139 (of 2497)
ANNOTATED_GENES	PAX2, NFIB, SOX1, MEIS2, SOX2, TAL1, TBX5, IGF2BP1, GATA3, ZIC1, FOXD3, SOX21, PDX1, ARX, HOXA1, DMRT2, HOXA5, PAX3, NR2E1, FLI1, FOXE1, OTX2, DLX2, NR5A2, NR4A2, PAX8, IRX3, HOXB7, FOXL2, MCIDAS, FOXF1, NKX2-6, HOXA13, LHX2, PAX6, LMX1B, FOXD1, INO80B, CDX2, HOXC10, ONECUT1, PHOX2B, ISL1, SATB2, FEZF2, LIN28B, NR2F2, GATA6, PITX2, VGLL2, TBX3, SOX17, BARHL1, NKX2-5, FOXD2, LHX4, PPRC1, HOXD9, NKX2-3, FOXA1, SIX3, PROX1, HOXA11, NOLC1, HOXD10, BSX, FOXA2, HOXA7, EBF2, EN2, MSX1, SALL1, WT1, BARHL2, POU4F2, TBX2, HOXB4, HOXA2, IGF2BP3, DLX5, MEIS1, LEF1, DLX1, GATA2, ZIC3, ONECUT2, ALX4, HOXB3, EN1, EBF3, TFAP2D, HOXB2, HOXD4, OSR2, POU4F3, PAX5, EOMES, ZFHX3, HOXD3, FEZF1, MECOM, ZIC2, SIX1, ADCYAP1, GBX2, PRDM1, RAX, PITX1, HOXA10, CCNC, HOXB9, HAND1, NKX6-1, PTF1A, HOXC13, HAND2, HOXC4, RUNX3, HOXB5, TFAP2B, TBR1, TWIST1, POU4F1, PAX9, HOXD8, FOXC2, HOXB1, HOXC11, TCF21, HEY2, LMX1A, HOXD13, SOX3, TBX20, GATA4, DMRT1, SIX2, ALX1, LHX5

-- 50 of 2082--
GOID	GO:0007399
TERM	nervous system development
P-VALUE	1.08386881150051e-21
CORRECTED P-VALUE	2.25661486554407e-18
NUM_ANNOTATIONS	135 (of 2397)
ANNOTATED_GENES	HOXB3, EN1, STK3, PRDM6, TFAP2D, HOXB2, GATA2, BHLHE22, DLX1, LEF1, LBX1, ISL2, ZIC3, ONECUT2, TBX2, DLX5, IGF2BP3, HOXA2, MEIS1, EN2, SALL1, MSX1, POU4F2, GFI1, LHX9, BARHL2, SIM2, LHX6, FEZF1, EOMES, ZFHX3, HOXD3, PAX5, GSC, TLX3, POU4F3, IRX5, TBR1, NEUROG2, TFAP2B, DMRTA2, TWIST1, EMX2, RUNX3, HAND2, RAX, PRDM1, PITX1, GSX2, PTF1A, FERD3L, NKX6-1, SIX1, ZIC2, ADCYAP1, GBX2, DMBX1, LHX5, TBX20, SHOX2, UNCX, LMX1A, HEY2, SOX3, POU4F1, OLIG3, SOX14, DLX6, HOXB1, ARX, HOXA1, PAX3, ZIC1, GATA3, PDX1, NUP133, FOXB1, MEIS2, SOX2, TAL1, ZIC5, IGF2BP1, PAX2, ZIC4, FZD10, NFIB, SOX1, LHX2, PAX6, LMX1B, IRX3, DBX1, NKX2-6, HOXB8, OTX2, DLX2, VAX2, HOXA3, PAX8, NR4A2, SIM1, NR2E1, SOX17, TBX3, NKX2-5, BARHL1, LHX4, HOXC8, PITX2, RNF220, FEZF2, NR2F2, LHX8, FOXD1, PRKCH, HOXC10, HMX3, SATB2, PHOX2B, HLX, ISL1, HOXD10, FOXA2, SIX3, DMRT3, PROX1, HOXD1, SPAG6, MNX1, OTP, VAX1, HOXD9, OLIG1, FOXA1, OLIG2

-- 51 of 2082--
GOID	GO:0045934
TERM	negative regulation of nucleobase-containing compound metabolic process
P-VALUE	1.18869680734585e-21
CORRECTED P-VALUE	2.47486675289407e-18
NUM_ANNOTATIONS	102 (of 1512)
ANNOTATED_GENES	TTF1, MCIDAS, FOXF1, HOXB8, FOXL2, IRX3, EOMES, ZFHX3, FEZF1, MECOM, SIM2, SKOR1, PAX6, OSR2, GSC, NR2E1, ZNF503, NR4A2, PAX5, FOXE1, DLX2, VAX2, PDX1, GATA2, DLX1, LEF1, GATA3, FOXD3, MSX2, PRDM6, ARX, HOXB3, EN1, NFIB, POU4F2, GFI1, SOX1, LHX9, PAX2, SALL1, WT1, MSX1, TAL1, HOXB4, IGF2BP3, HOXA2, IGF2BP1, TBX18, MEIS2, TBX2, SOX2, SHOX2, DMRT1, TGIF1, SIX3, TBX15, GATA4, TBX20, PROX1, HIST1H1B, DMBX1, HOXA7, ALX1, FOXA1, OLIG2, POU4F1, VAX1, PAX9, SOX14, OLIG3, HOXD8, FOXC2, HOXD9, OTP, SOX3, TCF21, HEY2, CBX2, RUNX3, SKOR2, TWIST1, HOXC8, TBR1, TFAP2B, TBX3, CDKN2A, NKX2-5, CDX2, CBX8, SATB2, ISL1, SIX1, ZIC2, FOXD1, HAND1, NR2F2, FERD3L, GATA6, NKX6-1, FEZF2, PRDM1, PITX1

-- 52 of 2082--
GOID	GO:0030900
TERM	forebrain development
P-VALUE	3.07885989392903e-21
CORRECTED P-VALUE	6.41018629916023e-18
NUM_ANNOTATIONS	48 (of 375)
ANNOTATED_GENES	LHX6, LHX2, PAX6, FEZF1, LHX5, EOMES, SIX3, PROX1, UNCX, NKX2-6, PAX5, OTX2, LMX1A, DLX2, VAX2, NR4A2, SOX3, OTP, POU4F1, NR2E1, GSC, OLIG2, ARX, TBR1, TBX3, DMRTA2, DLX1, GATA2, PITX2, LEF1, EMX2, FEZF2, RAX, FOXB1, PITX1, SOX2, NR2F2, DLX5, LHX8, GSX2, IGF2BP1, SALL1, GBX2, MSX1, NFIB, SATB2, ISL1, SOX1

-- 53 of 2082--
GOID	GO:0060322
TERM	head development
P-VALUE	4.53826803217868e-21
CORRECTED P-VALUE	9.44867404299602e-18
NUM_ANNOTATIONS	70 (of 793)
ANNOTATED_GENES	TFAP2D, HOXB2, HOXB3, ARX, EN1, LEF1, GATA2, ZIC1, DLX1, DLX5, HOXA2, IGF2BP1, MEIS1, MEIS2, FOXB1, SOX2, NFIB, SOX1, PAX2, EN2, MSX1, SALL1, FEZF1, LHX2, LHX6, PAX6, NKX2-6, EOMES, ZFHX3, NR4A2, OTX2, PAX5, VAX2, DLX2, OSR2, NR2E1, GSC, TBX3, TBR1, BARHL1, DMRTA2, EMX2, PITX2, LHX8, NR2F2, GSX2, PTF1A, FEZF2, RAX, PITX1, ISL1, PHOX2B, HMX3, SATB2, ZIC2, GBX2, LHX5, DMBX1, UNCX, SIX3, PROX1, OTP, SOX3, LMX1A, OLIG2, HOXB1, DLX6, POU4F1, VAX1, PAX9

-- 54 of 2082--
GOID	GO:0048699
TERM	generation of neurons
P-VALUE	5.53020374258271e-21
CORRECTED P-VALUE	1.15138841920572e-17
NUM_ANNOTATIONS	97 (of 1418)
ANNOTATED_GENES	EN2, PAX2, FZD10, SALL1, NFIB, GFI1, POU4F2, SOX1, LHX9, BARHL2, FOXB1, SOX2, TAL1, DLX5, HOXA2, MEIS1, IGF2BP1, GATA2, BHLHE22, DLX1, GATA3, LEF1, ISL2, LBX1, ONECUT2, ARX, EN1, NR2E1, TLX3, POU4F3, IRX5, OTX2, DLX2, VAX2, NR4A2, EOMES, IRX3, ZFHX3, HOXD3, DBX1, LHX6, LHX2, PAX6, LMX1B, FEZF1, SIX1, FOXD1, ADCYAP1, GBX2, HOXC10, SATB2, ISL1, PHOX2B, PRDM1, FEZF2, NR2F2, LHX8, GSX2, PTF1A, NKX6-1, PITX2, EMX2, RUNX3, HAND2, RNF220, TBR1, NEUROG2, DMRTA2, NKX2-5, BARHL1, LHX4, HOXC8, TWIST1, VAX1, POU4F1, SOX14, OLIG3, HOXD9, FOXA1, OLIG1, OLIG2, LMX1A, HOXD1, HEY2, SPAG6, MNX1, SOX3, OTP, SIX3, PROX1, TBX20, DMRT3, SHOX2, UNCX, HOXD10, FOXA2, LHX5

-- 55 of 2082--
GOID	GO:0007420
TERM	brain development
P-VALUE	1.48278655812794e-20
CORRECTED P-VALUE	3.08716161402237e-17
NUM_ANNOTATIONS	67 (of 747)
ANNOTATED_GENES	DLX1, ZIC1, GATA2, LEF1, TFAP2D, HOXB2, ARX, HOXB3, EN1, NFIB, SOX1, EN2, PAX2, SALL1, MSX1, DLX5, HOXA2, MEIS1, IGF2BP1, FOXB1, MEIS2, SOX2, NKX2-6, EOMES, ZFHX3, FEZF1, LHX2, LHX6, PAX6, NR2E1, GSC, NR4A2, PAX5, OTX2, DLX2, VAX2, EMX2, PITX2, TBR1, TBX3, DMRTA2, BARHL1, SATB2, HMX3, PHOX2B, ISL1, ZIC2, GBX2, NR2F2, LHX8, GSX2, PTF1A, RAX, FEZF2, PITX1, UNCX, SIX3, PROX1, DMBX1, LHX5, OLIG2, HOXB1, VAX1, POU4F1, OTP, SOX3, LMX1A

-- 56 of 2082--
GOID	GO:0009891
TERM	positive regulation of biosynthetic process
P-VALUE	3.02827094700039e-20
CORRECTED P-VALUE	6.3048601116548e-17
NUM_ANNOTATIONS	139 (of 2604)
ANNOTATED_GENES	HOXC13, HAND2, HOXC4, RUNX3, HOXB5, TFAP2B, TBR1, TWIST1, ZIC2, SIX1, ADCYAP1, GBX2, PRDM1, RAX, PITX1, CCNC, HOXA10, HAND1, HOXB9, NKX6-1, PTF1A, TBX20, GATA4, DMRT1, SIX2, ALX1, LHX5, PAX9, POU4F1, FOXC2, HOXD8, HOXB1, HOXC11, HEY2, TCF21, LMX1A, HOXD13, SOX3, LEF1, GATA2, DLX1, ZIC3, ONECUT2, ALX4, HOXB3, EN1, EBF3, HOXD4, TFAP2D, HOXB2, EN2, MSX1, SALL1, WT1, BARHL2, POU4F2, TBX2, DLX5, HOXA2, HOXB4, IGF2BP3, MEIS1, EOMES, ZFHX3, HOXD3, FEZF1, MECOM, OSR2, POU4F3, PAX5, PITX2, VGLL2, TBX3, SOX17, BARHL1, NKX2-5, FOXD2, LHX4, FOXD1, INO80B, HOXC10, CDX2, ONECUT1, PHOX2B, ISL1, SATB2, FEZF2, LIN28B, NR2F2, GATA6, SIX3, HOXA11, PROX1, NOLC1, HOXD10, BSX, FOXA2, HOXA7, EBF2, PPRC1, HOXD9, NKX2-3, FOXA1, GATA3, ZIC1, FOXD3, SOX21, PDX1, ARX, HOXA1, DMRT2, HOXA5, PAX3, PAX2, NFIB, SOX1, MEIS2, SOX2, TAL1, TBX5, IGF2BP1, IRX3, HOXB7, FOXL2, FOXF1, MCIDAS, NKX2-6, HOXA13, LHX2, PAX6, LMX1B, NR2E1, FLI1, FOXE1, OTX2, NR5A2, DLX2, NR4A2, PAX8

-- 57 of 2082--
GOID	GO:0048736
TERM	appendage development
P-VALUE	5.35391429253601e-20
CORRECTED P-VALUE	1.114684955706e-16
NUM_ANNOTATIONS	33 (of 177)
ANNOTATED_GENES	NR2F2, EVX2, DLX5, TBX5, RAX, TBX2, HOXA10, PITX1, HOXC10, SALL1, MSX1, TWIST1, TFAP2B, TBX3, SP9, EN1, HOXD12, HOXC13, ALX4, HAND2, LEF1, PITX2, MSX2, HOXD13, SP8, HOXC11, OSR2, DLX6, HOXD9, HOXD10, SHOX2, HOXA13, HOXA11

-- 58 of 2082--
GOID	GO:0060173
TERM	limb development
P-VALUE	5.35391429253601e-20
CORRECTED P-VALUE	1.114684955706e-16
NUM_ANNOTATIONS	33 (of 177)
ANNOTATED_GENES	HOXC11, SP8, HOXD13, HOXD9, DLX6, OSR2, HOXD10, HOXA11, HOXA13, SHOX2, PITX1, HOXA10, TBX2, RAX, TBX5, DLX5, NR2F2, EVX2, MSX1, SALL1, HOXC10, HOXD12, EN1, TFAP2B, TBX3, SP9, TWIST1, MSX2, PITX2, LEF1, HAND2, ALX4, HOXC13

-- 59 of 2082--
GOID	GO:0022008
TERM	neurogenesis
P-VALUE	5.71756416762906e-20
CORRECTED P-VALUE	1.19039685970037e-16
NUM_ANNOTATIONS	103 (of 1620)
ANNOTATED_GENES	ONECUT2, NUP133, GATA2, DLX1, BHLHE22, GATA3, LEF1, LBX1, ISL2, PRDM6, ARX, HOXB3, EN1, NFIB, GFI1, POU4F2, SOX1, LHX9, BARHL2, EN2, PAX2, FZD10, SALL1, TAL1, HOXA2, DLX5, MEIS1, IGF2BP1, FOXB1, TBX2, SOX2, HOXD3, DBX1, IRX3, EOMES, ZFHX3, LMX1B, FEZF1, LHX2, LHX6, PAX6, POU4F3, IRX5, NR2E1, TLX3, NR4A2, OTX2, DLX2, VAX2, EMX2, RUNX3, RNF220, HAND2, PITX2, LHX4, TWIST1, HOXC8, TBR1, NEUROG2, DMRTA2, NKX2-5, BARHL1, PRKCH, HOXC10, SATB2, PHOX2B, ISL1, SIX1, GBX2, FOXD1, ADCYAP1, NR2F2, LHX8, FERD3L, PTF1A, GSX2, NKX6-1, PRDM1, FEZF2, SHOX2, UNCX, SIX3, TBX20, DMRT3, PROX1, LHX5, HOXD10, FOXA2, FOXA1, OLIG1, OLIG2, VAX1, POU4F1, OLIG3, SOX14, HOXD9, SPAG6, MNX1, OTP, SOX3, LMX1A, HEY2, HOXD1

-- 60 of 2082--
GOID	GO:0030182
TERM	neuron differentiation
P-VALUE	8.63906518070743e-20
CORRECTED P-VALUE	1.79865337062329e-16
NUM_ANNOTATIONS	92 (of 1349)
ANNOTATED_GENES	TAL1, DLX5, HOXA2, MEIS1, IGF2BP1, FOXB1, SOX2, NFIB, GFI1, POU4F2, SOX1, LHX9, BARHL2, FZD10, PAX2, EN2, SALL1, ARX, EN1, ONECUT2, DLX1, GATA2, BHLHE22, GATA3, LBX1, ISL2, NR4A2, OTX2, DLX2, VAX2, POU4F3, IRX5, NR2E1, TLX3, LMX1B, FEZF1, LHX6, LHX2, PAX6, HOXD3, DBX1, IRX3, EOMES, ZFHX3, LHX8, GSX2, PTF1A, NKX6-1, FEZF2, PRDM1, HOXC10, SATB2, ISL1, PHOX2B, SIX1, ADCYAP1, GBX2, FOXD1, LHX4, HOXC8, TBR1, NEUROG2, DMRTA2, NKX2-5, EMX2, RUNX3, RNF220, HAND2, PITX2, SPAG6, MNX1, OTP, SOX3, LMX1A, HOXD1, HEY2, FOXA1, OLIG1, OLIG2, VAX1, POU4F1, OLIG3, HOXD9, LHX5, HOXD10, FOXA2, SHOX2, UNCX, SIX3, PROX1, TBX20, DMRT3

-- 61 of 2082--
GOID	GO:0007275
TERM	multicellular organism development
P-VALUE	2.1472232583621e-19
CORRECTED P-VALUE	4.47051882390988e-16
NUM_ANNOTATIONS	196 (of 4479)
ANNOTATED_GENES	NKX2-3, HOXD9, VAX1, FOXA1, OLIG1, OLIG2, HOXD1, MNX1, OTP, SPAG6, HOXA11, PROX1, DMRT3, SIX3, NOLC1, SEC24C, FOXA2, HOXD10, HOXA7, FOXD1, SATB2, HMX3, PHOX2B, ISL1, HLX, ONECUT1, PRKCH, CDX2, HOXC10, FEZF2, GATA6, NR2F2, LHX8, PCDH8, PITX2, RNF220, BARHL1, NKX2-5, HOXD12, SOX17, TBX3, LHX4, HOXC8, SIM1, NR2E1, DLX2, NR5A2, VAX2, OTX2, FOXE1, PAX8, HOXA3, NR4A2, SP8, FOXL2, IRX3, HOXB7, DBX1, HOXA13, NKX2-6, HOXB8, FOXF1, PAX6, LHX2, HOXB6, HOXC9, LMX1B, SIX6, GJB2, ZIC4, PAX2, FZD10, SOX1, NFIB, SOX2, FOXB1, MEIS2, TBX18, TBX5, IGF2BP1, TAL1, ZIC5, FOXD3, MSX2, ZIC1, GATA3, PDX1, NUP133, HOXA5, HOXA1, DMRT2, ARX, PAX3, GJB6, HOXA9, SOX14, OLIG3, HOXD8, FOXC2, POU4F1, HOXC5, HOXB1, DLX6, LMX1A, TCF21, HEY2, HOXC11, SOX3, HOXD13, GATA4, TBX20, TBX15, UNCX, SIX2, HOXD11, SLC17A6, SHOX2, DMRT1, FOXL1, DMBX1, LHX5, ALX1, GBX2, ADCYAP1, SIX1, ZIC2, HOXA10, PITX1, PRDM1, RAX, FERD3L, PTF1A, GSX2, NKX6-1, HAND1, HOXB9, EVX2, MYO3B, RUNX3, HOXC4, HAND2, HOXC13, EMX2, CBX2, DMRTA2, TBR1, HOXB5, TFAP2B, NEUROG2, TWIST1, TLX3, GSC, HOXA6, POU4F3, IRX5, OSR2, PAX5, ZFHX3, EOMES, HOXD3, LHX6, SIM2, FEZF1, WT1, SALL1, MSX1, EN2, GFI1, POU4F2, LHX9, BARHL2, TBX2, MEIS1, HOXB4, DLX5, HOXA2, IGF2BP3, LBX1, ISL2, DLX1, BHLHE22, GATA2, LEF1, ALX4, BARX1, HOXA4, ZIC3, ONECUT2, EN1, HOXB3, SP9, HOXD4, TFAP2D, HOXB2, STK3, PRDM6

-- 62 of 2082--
GOID	GO:0007423
TERM	sensory organ development
P-VALUE	3.6952756715035e-19
CORRECTED P-VALUE	7.69356394807028e-16
NUM_ANNOTATIONS	56 (of 568)
ANNOTATED_GENES	DLX1, ZIC1, GATA2, GATA3, PITX2, LEF1, MYO3B, HAND2, HOXC13, HOXA1, TFAP2B, TBX3, TWIST1, GJB6, WT1, SIX6, GBX2, MSX1, PAX2, SIX1, GJB2, HMX3, POU4F2, SOX1, PHOX2B, SOX2, PRDM1, RAX, MEIS2, TBX2, MEIS1, PTF1A, TBX18, HOXA2, DLX5, PROX1, FOXL2, SIX3, HOXA13, SIX2, NKX2-6, SLC17A6, PAX6, LHX2, FOXC2, GSC, VAX1, NR2E1, POU4F3, OSR2, DLX6, DLX2, HEY2, VAX2, PAX8, SOX3

-- 63 of 2082--
GOID	GO:0030326
TERM	embryonic limb morphogenesis
P-VALUE	6.6934057409568e-19
CORRECTED P-VALUE	1.39356707526721e-15
NUM_ANNOTATIONS	27 (of 119)
ANNOTATED_GENES	TWIST1, TBX3, HOXD10, SP9, HOXD12, EN1, SHOX2, HAND2, HOXA13, ALX4, LEF1, HOXA11, MSX2, DLX5, HOXD13, SP8, TBX5, TBX2, HOXC11, PITX1, HOXA10, HOXC10, DLX6, OSR2, MSX1, HOXD9, SALL1

-- 64 of 2082--
GOID	GO:0035113
TERM	embryonic appendage morphogenesis
P-VALUE	6.6934057409568e-19
CORRECTED P-VALUE	1.39356707526721e-15
NUM_ANNOTATIONS	27 (of 119)
ANNOTATED_GENES	SALL1, HOXD9, MSX1, OSR2, DLX6, HOXC10, HOXC11, TBX2, HOXA10, PITX1, HOXD13, SP8, DLX5, TBX5, LEF1, MSX2, HOXA11, SHOX2, HOXA13, ALX4, HAND2, HOXD10, TBX3, SP9, EN1, HOXD12, TWIST1

-- 65 of 2082--
GOID	GO:0035107
TERM	appendage morphogenesis
P-VALUE	7.34286524210244e-19
CORRECTED P-VALUE	1.52878454340573e-15
NUM_ANNOTATIONS	29 (of 142)
ANNOTATED_GENES	TFAP2B, TBX3, SP9, HOXD10, EN1, HOXD12, TWIST1, LEF1, MSX2, HOXA11, SHOX2, ALX4, HOXA13, HAND2, HOXC11, TBX2, HOXA10, PITX1, SP8, EVX2, HOXD13, DLX5, TBX5, SALL1, MSX1, HOXD9, OSR2, HOXC10, DLX6

-- 66 of 2082--
GOID	GO:0035108
TERM	limb morphogenesis
P-VALUE	7.34286524210244e-19
CORRECTED P-VALUE	1.52878454340573e-15
NUM_ANNOTATIONS	29 (of 142)
ANNOTATED_GENES	EVX2, SP8, HOXD13, DLX5, TBX5, HOXC11, TBX2, HOXA10, PITX1, OSR2, HOXC10, DLX6, SALL1, HOXD9, MSX1, TWIST1, TBX3, TFAP2B, SP9, HOXD10, EN1, HOXD12, SHOX2, ALX4, HOXA13, HAND2, LEF1, MSX2, HOXA11

-- 67 of 2082--
GOID	GO:0060429
TERM	epithelium development
P-VALUE	1.13205423639892e-18
CORRECTED P-VALUE	2.35693692018254e-15
NUM_ANNOTATIONS	82 (of 1155)
ANNOTATED_GENES	HOXA7, SIX2, HOXD11, DMRT1, GATA4, HOXA11, TBX20, PROX1, SIX3, HOXD13, TCF21, HEY2, FOXA1, DLX6, FOXC2, TWIST1, NKX2-5, SOX17, TFAP2B, HOXB5, TBX3, HAND2, RNF220, HOXC13, PCDH8, PITX2, FERD3L, NKX6-1, GATA6, NR2F2, HAND1, PRDM1, ONECUT1, PRKCH, CDX2, GBX2, FOXD1, SIX1, PAX6, LHX2, HOXA13, NKX2-6, MCIDAS, FOXF1, FOXL2, HOXB7, IRX3, PAX8, NR5A2, FOXE1, POU4F3, SIM1, GSC, HOXB2, STK3, EN1, HOXA5, DMRT2, CCNO, ARX, PDX1, ALX4, NUP133, BARX1, SOX21, ZIC3, ONECUT2, LBX1, MSX2, LEF1, GATA3, TBX18, TBX5, HOXB4, DLX5, FOXB1, TBX2, NFIB, SALL1, WT1, MSX1, PAX2

-- 68 of 2082--
GOID	GO:0048732
TERM	gland development
P-VALUE	6.56201698984107e-18
CORRECTED P-VALUE	1.36621193728491e-14
NUM_ANNOTATIONS	47 (of 432)
ANNOTATED_GENES	PAX6, BSX, HOXA13, HOXD3, FOXF1, PROX1, HOXA11, SIX3, PAX8, HOXA3, OTP, SOX3, HOXD13, TCF21, FOXE1, FOXA1, NKX2-3, HOXD9, HOXA5, NKX2-5, HOXB3, TBX3, PDX1, HAND2, ONECUT2, ZIC3, MSX2, GATA2, LEF1, PITX2, GATA3, PTF1A, GATA6, HOXB9, HOXA10, PITX1, SOX2, FOXB1, TBX2, HLX, ISL1, ONECUT1, NFIB, WT1, SALL1, MSX1, SIX1

-- 69 of 2082--
GOID	GO:0006139
TERM	nucleobase-containing compound metabolic process
