	chrom1	start1	end1	chrom2	start2	end2	region1	region2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
325	chr6	108140000	108150000	chr6	149960000	149970000	('chr6', 108140000, 108150000)	('chr6', 149960000, 149970000)	(('chr6', 108140000, 108150000), ('chr6', 149960000, 149970000))	41820000.0	100000000	OSTM1,ASTM1-AS1,NR2E1	ULBP1,AL355497.1
326	chr6	117260000	117270000	chr6	133840000	133850000	('chr6', 117260000, 117270000)	('chr6', 133840000, 133850000)	(('chr6', 117260000, 117270000), ('chr6', 133840000, 133850000))	16580000.0	100000000	VGLL2	TARID,LINC01312,TCF21
327	chr6	117260000	117270000	chr6	137480000	137490000	('chr6', 117260000, 117270000)	('chr6', 137480000, 137490000)	(('chr6', 117260000, 117270000), ('chr6', 137480000, 137490000))	20220000.0	100000000	VGLL2	OLIG3
328	chr6	133840000	133850000	chr6	137480000	137490000	('chr6', 133840000, 133850000)	('chr6', 137480000, 137490000)	(('chr6', 133840000, 133850000), ('chr6', 137480000, 137490000))	3640000.0	100000000	TARID,LINC01312,TCF21	OLIG3
329	chr6	137480000	137490000	chr6	149960000	149970000	('chr6', 137480000, 137490000)	('chr6', 149960000, 149970000)	(('chr6', 137480000, 137490000), ('chr6', 149960000, 149970000))	12480000.0	100000000	OLIG3	ULBP1,AL355497.1
330	chr7	1230000	1240000	chr7	25850000	25860000	('chr7', 1230000, 1240000)	('chr7', 25850000, 25860000)	(('chr7', 1230000, 1240000), ('chr7', 25850000, 25860000))	24620000.0	100000000	UNCX	-
331	chr7	1230000	1240000	chr7	25940000	25950000	('chr7', 1230000, 1240000)	('chr7', 25940000, 25950000)	(('chr7', 1230000, 1240000), ('chr7', 25940000, 25950000))	24710000.0	100000000	UNCX	MIR148A
332	chr7	1230000	1240000	chr7	27080000	27240000	('chr7', 1230000, 1240000)	('chr7', 27080000, 27240000)	(('chr7', 1230000, 1240000), ('chr7', 27080000, 27240000))	25925000.0	1600000000	UNCX	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
333	chr7	1230000	1240000	chr7	35240000	35250000	('chr7', 1230000, 1240000)	('chr7', 35240000, 35250000)	(('chr7', 1230000, 1240000), ('chr7', 35240000, 35250000))	34010000.0	100000000	UNCX	TBX20,AC009531.1
334	chr7	1230000	1240000	chr7	155420000	155520000	('chr7', 1230000, 1240000)	('chr7', 155420000, 155520000)	(('chr7', 1230000, 1240000), ('chr7', 155420000, 155520000))	154235000.0	1000000000	UNCX	EN2,CNPY1,AC008060.3,AC008060.2
335	chr7	1230000	1240000	chr7	157000000	157010000	('chr7', 1230000, 1240000)	('chr7', 157000000, 157010000)	(('chr7', 1230000, 1240000), ('chr7', 157000000, 157010000))	155770000.0	100000000	UNCX	MNX1,MNX1-AS1
336	chr7	1230000	1240000	chr8	11690000	11700000	('chr7', 1230000, 1240000)	('chr8', 11690000, 11700000)	(('chr7', 1230000, 1240000), ('chr8', 11690000, 11700000))	10460000.0	100000000	UNCX	GATA4
337	chr7	1230000	1240000	chr10	100730000	100750000	('chr7', 1230000, 1240000)	('chr10', 100730000, 100750000)	(('chr7', 1230000, 1240000), ('chr10', 100730000, 100750000))	99505000.0	200000000	UNCX	PAX2
338	chr7	1230000	1240000	chr10	101220000	101240000	('chr7', 1230000, 1240000)	('chr10', 101220000, 101240000)	(('chr7', 1230000, 1240000), ('chr10', 101220000, 101240000))	99995000.0	200000000	UNCX	LBX1,LBX1-AS1
339	chr7	1230000	1240000	chr12	53900000	54070000	('chr7', 1230000, 1240000)	('chr12', 53900000, 54070000)	(('chr7', 1230000, 1240000), ('chr12', 53900000, 54070000))	52750000.0	1700000000	UNCX	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS
340	chr7	1230000	1240000	chr17	48500000	48640000	('chr7', 1230000, 1240000)	('chr17', 48500000, 48640000)	(('chr7', 1230000, 1240000), ('chr17', 48500000, 48640000))	47335000.0	1400000000	UNCX	HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086
341	chr7	1230000	1240000	chr17	49000000	49020000	('chr7', 1230000, 1240000)	('chr17', 49000000, 49020000)	(('chr7', 1230000, 1240000), ('chr17', 49000000, 49020000))	47775000.0	200000000	UNCX	IGF2BP1,RF00017,AC091133.3,AC091133.2
342	chr7	1230000	1240000	chr17	79780000	79800000	('chr7', 1230000, 1240000)	('chr17', 79780000, 79800000)	(('chr7', 1230000, 1240000), ('chr17', 79780000, 79800000))	78555000.0	200000000	UNCX	CBX2,CBX8,AC100791.2
343	chr7	19100000	19110000	chr7	20780000	20790000	('chr7', 19100000, 19110000)	('chr7', 20780000, 20790000)	(('chr7', 19100000, 19110000), ('chr7', 20780000, 20790000))	1680000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	SP8
344	chr7	19100000	19110000	chr7	23450000	23470000	('chr7', 19100000, 19110000)	('chr7', 23450000, 23470000)	(('chr7', 19100000, 19110000), ('chr7', 23450000, 23470000))	4355000.0	200000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	IGF2BP3
345	chr7	19100000	19110000	chr7	25850000	25860000	('chr7', 19100000, 19110000)	('chr7', 25850000, 25860000)	(('chr7', 19100000, 19110000), ('chr7', 25850000, 25860000))	6750000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	-
346	chr7	19100000	19110000	chr7	25940000	25950000	('chr7', 19100000, 19110000)	('chr7', 25940000, 25950000)	(('chr7', 19100000, 19110000), ('chr7', 25940000, 25950000))	6840000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	MIR148A
347	chr7	19100000	19110000	chr7	27080000	27240000	('chr7', 19100000, 19110000)	('chr7', 27080000, 27240000)	(('chr7', 19100000, 19110000), ('chr7', 27080000, 27240000))	8055000.0	1600000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
348	chr7	19100000	19110000	chr7	35240000	35250000	('chr7', 19100000, 19110000)	('chr7', 35240000, 35250000)	(('chr7', 19100000, 19110000), ('chr7', 35240000, 35250000))	16140000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	TBX20,AC009531.1
349	chr7	19100000	19110000	chr7	122290000	122300000	('chr7', 19100000, 19110000)	('chr7', 122290000, 122300000)	(('chr7', 19100000, 19110000), ('chr7', 122290000, 122300000))	103190000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	FEZF1,FEZF1-AS1
350	chr7	19100000	19110000	chr7	157000000	157010000	('chr7', 19100000, 19110000)	('chr7', 157000000, 157010000)	(('chr7', 19100000, 19110000), ('chr7', 157000000, 157010000))	137900000.0	100000000	TWIST1,FERD3L,AC003986.1.AC003986.2,AC003986.3	MNX1,MNX1-AS1
351	chr7	20780000	20790000	chr7	23450000	23470000	('chr7', 20780000, 20790000)	('chr7', 23450000, 23470000)	(('chr7', 20780000, 20790000), ('chr7', 23450000, 23470000))	2675000.0	200000000	SP8	IGF2BP3
352	chr7	20780000	20790000	chr7	25850000	25860000	('chr7', 20780000, 20790000)	('chr7', 25850000, 25860000)	(('chr7', 20780000, 20790000), ('chr7', 25850000, 25860000))	5070000.0	100000000	SP8	-
353	chr7	20780000	20790000	chr7	27080000	27240000	('chr7', 20780000, 20790000)	('chr7', 27080000, 27240000)	(('chr7', 20780000, 20790000), ('chr7', 27080000, 27240000))	6375000.0	1600000000	SP8	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
354	chr7	20780000	20790000	chr7	35240000	35250000	('chr7', 20780000, 20790000)	('chr7', 35240000, 35250000)	(('chr7', 20780000, 20790000), ('chr7', 35240000, 35250000))	14460000.0	100000000	SP8	TBX20,AC009531.1
355	chr7	20780000	20790000	chr7	122290000	122300000	('chr7', 20780000, 20790000)	('chr7', 122290000, 122300000)	(('chr7', 20780000, 20790000), ('chr7', 122290000, 122300000))	101510000.0	100000000	SP8	FEZF1,FEZF1-AS1
356	chr7	23450000	23470000	chr7	25850000	25860000	('chr7', 23450000, 23470000)	('chr7', 25850000, 25860000)	(('chr7', 23450000, 23470000), ('chr7', 25850000, 25860000))	2395000.0	200000000	IGF2BP3	-
357	chr7	23450000	23470000	chr7	25940000	25950000	('chr7', 23450000, 23470000)	('chr7', 25940000, 25950000)	(('chr7', 23450000, 23470000), ('chr7', 25940000, 25950000))	2485000.0	200000000	IGF2BP3	MIR148A
358	chr7	23450000	23470000	chr7	27080000	27240000	('chr7', 23450000, 23470000)	('chr7', 27080000, 27240000)	(('chr7', 23450000, 23470000), ('chr7', 27080000, 27240000))	3700000.0	3200000000	IGF2BP3	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
359	chr7	23450000	23470000	chr7	35240000	35250000	('chr7', 23450000, 23470000)	('chr7', 35240000, 35250000)	(('chr7', 23450000, 23470000), ('chr7', 35240000, 35250000))	11785000.0	200000000	IGF2BP3	TBX20,AC009531.1
360	chr7	23450000	23470000	chr7	97000000	97010000	('chr7', 23450000, 23470000)	('chr7', 97000000, 97010000)	(('chr7', 23450000, 23470000), ('chr7', 97000000, 97010000))	73545000.0	200000000	IGF2BP3	DLX5,DLX6,DLX6-AS1
361	chr7	23450000	23470000	chr7	157000000	157010000	('chr7', 23450000, 23470000)	('chr7', 157000000, 157010000)	(('chr7', 23450000, 23470000), ('chr7', 157000000, 157010000))	133545000.0	200000000	IGF2BP3	MNX1,MNX1-AS1
362	chr7	25850000	25860000	chr7	27080000	27240000	('chr7', 25850000, 25860000)	('chr7', 27080000, 27240000)	(('chr7', 25850000, 25860000), ('chr7', 27080000, 27240000))	1305000.0	1600000000	-	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
363	chr7	25850000	25860000	chr7	35240000	35250000	('chr7', 25850000, 25860000)	('chr7', 35240000, 35250000)	(('chr7', 25850000, 25860000), ('chr7', 35240000, 35250000))	9390000.0	100000000	-	TBX20,AC009531.1
364	chr7	25850000	25860000	chr7	122290000	122300000	('chr7', 25850000, 25860000)	('chr7', 122290000, 122300000)	(('chr7', 25850000, 25860000), ('chr7', 122290000, 122300000))	96440000.0	100000000	-	FEZF1,FEZF1-AS1
365	chr7	25850000	25860000	chr7	155420000	155520000	('chr7', 25850000, 25860000)	('chr7', 155420000, 155520000)	(('chr7', 25850000, 25860000), ('chr7', 155420000, 155520000))	129615000.0	1000000000	-	EN2,CNPY1,AC008060.3,AC008060.2
366	chr7	25850000	25860000	chr7	157000000	157010000	('chr7', 25850000, 25860000)	('chr7', 157000000, 157010000)	(('chr7', 25850000, 25860000), ('chr7', 157000000, 157010000))	131150000.0	100000000	-	MNX1,MNX1-AS1
367	chr7	25940000	25950000	chr7	27080000	27240000	('chr7', 25940000, 25950000)	('chr7', 27080000, 27240000)	(('chr7', 25940000, 25950000), ('chr7', 27080000, 27240000))	1215000.0	1600000000	MIR148A	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043
368	chr7	25940000	25950000	chr7	35240000	35250000	('chr7', 25940000, 25950000)	('chr7', 35240000, 35250000)	(('chr7', 25940000, 25950000), ('chr7', 35240000, 35250000))	9300000.0	100000000	MIR148A	TBX20,AC009531.1
369	chr7	25940000	25950000	chr7	155420000	155520000	('chr7', 25940000, 25950000)	('chr7', 155420000, 155520000)	(('chr7', 25940000, 25950000), ('chr7', 155420000, 155520000))	129525000.0	1000000000	MIR148A	EN2,CNPY1,AC008060.3,AC008060.2
370	chr7	25940000	25950000	chr7	157000000	157010000	('chr7', 25940000, 25950000)	('chr7', 157000000, 157010000)	(('chr7', 25940000, 25950000), ('chr7', 157000000, 157010000))	131060000.0	100000000	MIR148A	MNX1,MNX1-AS1
371	chr7	27080000	27240000	chr7	35240000	35250000	('chr7', 27080000, 27240000)	('chr7', 35240000, 35250000)	(('chr7', 27080000, 27240000), ('chr7', 35240000, 35250000))	8085000.0	1600000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	TBX20,AC009531.1
372	chr7	27080000	27240000	chr7	97000000	97010000	('chr7', 27080000, 27240000)	('chr7', 97000000, 97010000)	(('chr7', 27080000, 27240000), ('chr7', 97000000, 97010000))	69845000.0	1600000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	DLX5,DLX6,DLX6-AS1
373	chr7	27080000	27240000	chr7	122290000	122300000	('chr7', 27080000, 27240000)	('chr7', 122290000, 122300000)	(('chr7', 27080000, 27240000), ('chr7', 122290000, 122300000))	95135000.0	1600000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	FEZF1,FEZF1-AS1
374	chr7	27080000	27240000	chr7	155420000	155520000	('chr7', 27080000, 27240000)	('chr7', 155420000, 155520000)	(('chr7', 27080000, 27240000), ('chr7', 155420000, 155520000))	128310000.0	16000000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	EN2,CNPY1,AC008060.3,AC008060.2
375	chr7	27080000	27240000	chr7	157000000	157010000	('chr7', 27080000, 27240000)	('chr7', 157000000, 157010000)	(('chr7', 27080000, 27240000), ('chr7', 157000000, 157010000))	129845000.0	1600000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	MNX1,MNX1-AS1
376	chr7	35240000	35250000	chr7	97000000	97010000	('chr7', 35240000, 35250000)	('chr7', 97000000, 97010000)	(('chr7', 35240000, 35250000), ('chr7', 97000000, 97010000))	61760000.0	100000000	TBX20,AC009531.1	DLX5,DLX6,DLX6-AS1
377	chr7	35240000	35250000	chr7	122290000	122300000	('chr7', 35240000, 35250000)	('chr7', 122290000, 122300000)	(('chr7', 35240000, 35250000), ('chr7', 122290000, 122300000))	87050000.0	100000000	TBX20,AC009531.1	FEZF1,FEZF1-AS1
378	chr7	35240000	35250000	chr7	155420000	155520000	('chr7', 35240000, 35250000)	('chr7', 155420000, 155520000)	(('chr7', 35240000, 35250000), ('chr7', 155420000, 155520000))	120225000.0	1000000000	TBX20,AC009531.1	EN2,CNPY1,AC008060.3,AC008060.2
379	chr7	35240000	35250000	chr7	157000000	157010000	('chr7', 35240000, 35250000)	('chr7', 157000000, 157010000)	(('chr7', 35240000, 35250000), ('chr7', 157000000, 157010000))	121760000.0	100000000	TBX20,AC009531.1	MNX1,MNX1-AS1
380	chr7	97000000	97010000	chr7	122290000	122300000	('chr7', 97000000, 97010000)	('chr7', 122290000, 122300000)	(('chr7', 97000000, 97010000), ('chr7', 122290000, 122300000))	25290000.0	100000000	DLX5,DLX6,DLX6-AS1	FEZF1,FEZF1-AS1
381	chr7	97000000	97010000	chr7	155420000	155520000	('chr7', 97000000, 97010000)	('chr7', 155420000, 155520000)	(('chr7', 97000000, 97010000), ('chr7', 155420000, 155520000))	58465000.0	1000000000	DLX5,DLX6,DLX6-AS1	EN2,CNPY1,AC008060.3,AC008060.2
382	chr7	97000000	97010000	chr7	157000000	157010000	('chr7', 97000000, 97010000)	('chr7', 157000000, 157010000)	(('chr7', 97000000, 97010000), ('chr7', 157000000, 157010000))	60000000.0	100000000	DLX5,DLX6,DLX6-AS1	MNX1,MNX1-AS1
383	chr7	155420000	155520000	chr7	157000000	157010000	('chr7', 155420000, 155520000)	('chr7', 157000000, 157010000)	(('chr7', 155420000, 155520000), ('chr7', 157000000, 157010000))	1535000.0	1000000000	EN2,CNPY1,AC008060.3,AC008060.2	MNX1,MNX1-AS1
384	chr7	155420000	155520000	chr8	11690000	11700000	('chr7', 155420000, 155520000)	('chr8', 11690000, 11700000)	(('chr7', 155420000, 155520000), ('chr8', 11690000, 11700000))	143775000.0	1000000000	EN2,CNPY1,AC008060.3,AC008060.2	GATA4
385	chr7	155420000	155520000	chr12	53900000	54070000	('chr7', 155420000, 155520000)	('chr12', 53900000, 54070000)	(('chr7', 155420000, 155520000), ('chr12', 53900000, 54070000))	101485000.0	17000000000	EN2,CNPY1,AC008060.3,AC008060.2	HOXC4,HOXC5,HOXC8,HOXC9,HOXC10,HOXC11,HOXC12,HOXC13,AC012531.1,HOXC-AS1,HOXC-AS2,MIR196A2,HOXC-AS3,HOTAIR,AC012531.4,RF01906,RF01905,HOXC13-AS
386	chr8	11690000	11700000	chr8	23710000	23720000	('chr8', 11690000, 11700000)	('chr8', 23710000, 23720000)	(('chr8', 11690000, 11700000), ('chr8', 23710000, 23720000))	12020000.0	100000000	GATA4	NKX2-6,AC012574.1
387	chr8	11690000	11700000	chr8	26040000	26050000	('chr8', 11690000, 11700000)	('chr8', 26040000, 26050000)	(('chr8', 11690000, 11700000), ('chr8', 26040000, 26050000))	14350000.0	100000000	GATA4	EBF2
388	chr8	11690000	11700000	chr8	54450000	54460000	('chr8', 11690000, 11700000)	('chr8', 54450000, 54460000)	(('chr8', 11690000, 11700000), ('chr8', 54450000, 54460000))	42760000.0	100000000	GATA4	SOX17,AC091076.1
389	chr8	11690000	11700000	chr8	98940000	98950000	('chr8', 11690000, 11700000)	('chr8', 98940000, 98950000)	(('chr8', 11690000, 11700000), ('chr8', 98940000, 98950000))	87250000.0	100000000	GATA4	OSR2,STK3
390	chr8	11690000	11700000	chr10	123130000	123140000	('chr8', 11690000, 11700000)	('chr10', 123130000, 123140000)	(('chr8', 11690000, 11700000), ('chr10', 123130000, 123140000))	111440000.0	100000000	GATA4	HMX3
391	chr8	11690000	11700000	chr10	129960000	129970000	('chr8', 11690000, 11700000)	('chr10', 129960000, 129970000)	(('chr8', 11690000, 11700000), ('chr10', 129960000, 129970000))	118270000.0	100000000	GATA4	EBF3
392	chr8	11690000	11700000	chr16	86500000	86510000	('chr8', 11690000, 11700000)	('chr16', 86500000, 86510000)	(('chr8', 11690000, 11700000), ('chr16', 86500000, 86510000))	74810000.0	100000000	GATA4	FENDRR,FOXF1
393	chr8	11690000	11700000	chr16	86560000	86570000	('chr8', 11690000, 11700000)	('chr16', 86560000, 86570000)	(('chr8', 11690000, 11700000), ('chr16', 86560000, 86570000))	74870000.0	100000000	GATA4	FOXC2,FOXL1,FOXC2-AS1
394	chr8	11690000	11700000	chr17	48500000	48640000	('chr8', 11690000, 11700000)	('chr17', 48500000, 48640000)	(('chr8', 11690000, 11700000), ('chr17', 48500000, 48640000))	36875000.0	1400000000	GATA4	HOXB1,HOXB2,HOXB3,HOXB4,HOXB5,HOXB6,HOXB7,HOXB8,HOXB9,HOXB-AS1,HOXB-AS2,HOXB-AS3,AC103702.1,HOXB-AS4,MIR196A1,AC103702.2,LINC02086
395	chr8	11690000	11700000	chr8	64550000	64560000	('chr8', 11690000, 11700000)	('chr8', 64550000, 64560000)	(('chr8', 11690000, 11700000), ('chr8', 64550000, 64560000))	52860000.0	100000000	GATA4	BHLHE22,LOC401463
396	chr8	23710000	23720000	chr8	26040000	26050000	('chr8', 23710000, 23720000)	('chr8', 26040000, 26050000)	(('chr8', 23710000, 23720000), ('chr8', 26040000, 26050000))	2330000.0	100000000	NKX2-6,AC012574.1	EBF2
397	chr8	23710000	23720000	chr8	54450000	54460000	('chr8', 23710000, 23720000)	('chr8', 54450000, 54460000)	(('chr8', 23710000, 23720000), ('chr8', 54450000, 54460000))	30740000.0	100000000	NKX2-6,AC012574.1	SOX17,AC091076.1
398	chr8	23710000	23720000	chr8	76670000	76680000	('chr8', 23710000, 23720000)	('chr8', 76670000, 76680000)	(('chr8', 23710000, 23720000), ('chr8', 76670000, 76680000))	52960000.0	100000000	NKX2-6,AC012574.1	ZFHX4,ZFHX4-AS1
399	chr8	23710000	23720000	chr8	98940000	98950000	('chr8', 23710000, 23720000)	('chr8', 98940000, 98950000)	(('chr8', 23710000, 23720000), ('chr8', 98940000, 98950000))	75230000.0	100000000	NKX2-6,AC012574.1	OSR2,STK3
400	chr8	26040000	26050000	chr8	54450000	54460000	('chr8', 26040000, 26050000)	('chr8', 54450000, 54460000)	(('chr8', 26040000, 26050000), ('chr8', 54450000, 54460000))	28410000.0	100000000	EBF2	SOX17,AC091076.1
401	chr8	26040000	26050000	chr8	98940000	98950000	('chr8', 26040000, 26050000)	('chr8', 98940000, 98950000)	(('chr8', 26040000, 26050000), ('chr8', 98940000, 98950000))	72900000.0	100000000	EBF2	OSR2,STK3
402	chr8	54450000	54460000	chr8	71550000	71560000	('chr8', 54450000, 54460000)	('chr8', 71550000, 71560000)	(('chr8', 54450000, 54460000), ('chr8', 71550000, 71560000))	17100000.0	100000000	SOX17,AC091076.1	TRAPPC2P2
403	chr8	54450000	54460000	chr8	76670000	76680000	('chr8', 54450000, 54460000)	('chr8', 76670000, 76680000)	(('chr8', 54450000, 54460000), ('chr8', 76670000, 76680000))	22220000.0	100000000	SOX17,AC091076.1	ZFHX4,ZFHX4-AS1
404	chr8	54450000	54460000	chr8	98940000	98950000	('chr8', 54450000, 54460000)	('chr8', 98940000, 98950000)	(('chr8', 54450000, 54460000), ('chr8', 98940000, 98950000))	44490000.0	100000000	SOX17,AC091076.1	OSR2,STK3
405	chr8	54450000	54460000	chr8	64550000	64560000	('chr8', 54450000, 54460000)	('chr8', 64550000, 64560000)	(('chr8', 54450000, 54460000), ('chr8', 64550000, 64560000))	10100000.0	100000000	SOX17,AC091076.1	BHLHE22,LOC401463
406	chr8	71550000	71560000	chr8	76670000	76680000	('chr8', 71550000, 71560000)	('chr8', 76670000, 76680000)	(('chr8', 71550000, 71560000), ('chr8', 76670000, 76680000))	5120000.0	100000000	TRAPPC2P2	ZFHX4,ZFHX4-AS1
407	chr8	71550000	71560000	chr8	98940000	98950000	('chr8', 71550000, 71560000)	('chr8', 98940000, 98950000)	(('chr8', 71550000, 71560000), ('chr8', 98940000, 98950000))	27390000.0	100000000	TRAPPC2P2	OSR2,STK3
408	chr8	71550000	71560000	chr8	64550000	64560000	('chr8', 71550000, 71560000)	('chr8', 64550000, 64560000)	(('chr8', 71550000, 71560000), ('chr8', 64550000, 64560000))	7000000.0	100000000	TRAPPC2P2	BHLHE22,LOC401463
409	chr8	76670000	76680000	chr8	98940000	98950000	('chr8', 76670000, 76680000)	('chr8', 98940000, 98950000)	(('chr8', 76670000, 76680000), ('chr8', 98940000, 98950000))	22270000.0	100000000	ZFHX4,ZFHX4-AS1	OSR2,STK3
410	chr9	830000	1040000	chr9	14310000	14320000	('chr9', 830000, 1040000)	('chr9', 14310000, 14320000)	(('chr9', 830000, 1040000), ('chr9', 14310000, 14320000))	13380000.0	2100000000	DMRT1,DMRT2,DMRT3	NFIB,AL136366.1
411	chr9	830000	1040000	chr9	21970000	21990000	('chr9', 830000, 1040000)	('chr9', 21970000, 21990000)	(('chr9', 830000, 1040000), ('chr9', 21970000, 21990000))	21045000.0	4200000000	DMRT1,DMRT2,DMRT3	CDKN2A,CDKN2A-DT,AL359922.1
412	chr9	830000	1040000	chr9	37010000	37030000	('chr9', 830000, 1040000)	('chr9', 37010000, 37030000)	(('chr9', 830000, 1040000), ('chr9', 37010000, 37030000))	36085000.0	4200000000	DMRT1,DMRT2,DMRT3	PAX5,AL161781.2
413	chr9	830000	1040000	chr9	68360000	68460000	('chr9', 830000, 1040000)	('chr9', 68360000, 68460000)	(('chr9', 830000, 1040000), ('chr9', 68360000, 68460000))	67475000.0	21000000000	DMRT1,DMRT2,DMRT3	PGM5,PGM5-AS1,AL161457.2
414	chr9	830000	1040000	chr9	77010000	77020000	('chr9', 830000, 1040000)	('chr9', 77010000, 77020000)	(('chr9', 830000, 1040000), ('chr9', 77010000, 77020000))	76080000.0	2100000000	DMRT1,DMRT2,DMRT3	FOXB2
415	chr9	830000	1040000	chr9	93940000	93950000	('chr9', 830000, 1040000)	('chr9', 93940000, 93950000)	(('chr9', 830000, 1040000), ('chr9', 93940000, 93950000))	93010000.0	2100000000	DMRT1,DMRT2,DMRT3	BARX1,BARX1-DT
416	chr9	830000	1040000	chr9	97810000	97850000	('chr9', 830000, 1040000)	('chr9', 97810000, 97850000)	(('chr9', 830000, 1040000), ('chr9', 97810000, 97850000))	96895000.0	8400000000	DMRT1,DMRT2,DMRT3	FOXE1,PTCSC2
