,GO id,GO name,GO namespace,p-value,corrected p-value,cluster freq,background freq
4021,GO:0016779,nucleotidyltransferase activity,molecular_function,0.7150157398304318,0.8136815119850538,2/321 (0.62%),153/19699 (0.78%)
4022,GO:0009612,response to mechanical stimulus,biological_process,0.7156369914074847,0.8141860575868898,3/321 (0.93%),226/19699 (1.15%)
4023,GO:0043124,negative regulation of canonical NF-kappaB signal transduction,biological_process,0.7184756207995826,0.8166475091265516,1/321 (0.31%),77/19699 (0.39%)
4024,GO:0034620,cellular response to unfolded protein,biological_process,0.7184756207995826,0.8166475091265516,1/321 (0.31%),77/19699 (0.39%)
4025,GO:0051651,maintenance of location in cell,biological_process,0.7184756207995826,0.8166475091265516,1/321 (0.31%),77/19699 (0.39%)
4026,GO:0016772,"transferase activity, transferring phosphorus-containing groups",molecular_function,0.7185142056483774,0.8166475091265516,13/321 (4.05%),905/19699 (4.59%)
4027,GO:0098793,presynapse,cellular_component,0.7195218356741355,0.8173986971549718,9/321 (2.80%),640/19699 (3.25%)
4028,GO:0016740,transferase activity,molecular_function,0.7195323030013943,0.8173986971549718,34/321 (10.59%),2263/19699 (11.49%)
4029,GO:0050714,positive regulation of protein secretion,biological_process,0.7216886832022071,0.8196449387137723,2/321 (0.62%),155/19699 (0.79%)
4030,GO:0005905,clathrin-coated pit,cellular_component,0.7230811312329397,0.8210226588075329,1/321 (0.31%),78/19699 (0.40%)
4031,GO:0050808,synapse organization,biological_process,0.7257633257142033,0.8238637752465051,5/321 (1.56%),371/19699 (1.88%)
4032,GO:0019199,transmembrane receptor protein kinase activity,molecular_function,0.727611530135861,0.8249388093712746,1/321 (0.31%),79/19699 (0.40%)
4033,GO:0098631,cell adhesion mediator activity,molecular_function,0.727611530135861,0.8249388093712746,1/321 (0.31%),79/19699 (0.40%)
4034,GO:0099565,"chemical synaptic transmission, postsynaptic",biological_process,0.727611530135861,0.8249388093712746,1/321 (0.31%),79/19699 (0.40%)
4035,GO:0002790,peptide secretion,biological_process,0.727611530135861,0.8249388093712746,1/321 (0.31%),79/19699 (0.40%)
4036,GO:0072655,establishment of protein localization to mitochondrion,biological_process,0.727611530135861,0.8249388093712746,1/321 (0.31%),79/19699 (0.40%)
4037,GO:0007005,mitochondrion organization,biological_process,0.7279237738926316,0.8250265707408763,5/321 (1.56%),372/19699 (1.89%)
4038,GO:1902904,negative regulation of supramolecular fiber organization,biological_process,0.7282297019430064,0.8250265707408763,2/321 (0.62%),157/19699 (0.80%)
4039,GO:0005875,microtubule associated complex,cellular_component,0.7282297019430064,0.8250265707408763,2/321 (0.62%),157/19699 (0.80%)
4040,GO:0002274,myeloid leukocyte activation,biological_process,0.7314512147635432,0.8283499167654035,2/321 (0.62%),158/19699 (0.80%)
4041,GO:0005769,early endosome,cellular_component,0.7315535043659351,0.8283499167654035,6/321 (1.87%),443/19699 (2.25%)
4042,GO:0051924,regulation of calcium ion transport,biological_process,0.732032335550945,0.8283499167654035,3/321 (0.93%),232/19699 (1.18%)
4043,GO:0030516,regulation of axon extension,biological_process,0.7320680387406723,0.8283499167654035,1/321 (0.31%),80/19699 (0.41%)
4044,GO:0031594,neuromuscular junction,cellular_component,0.7320680387406723,0.8283499167654035,1/321 (0.31%),80/19699 (0.41%)
4045,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,biological_process,0.736451858485014,0.8322815200705949,1/321 (0.31%),81/19699 (0.41%)
4046,GO:0048661,positive regulation of smooth muscle cell proliferation,biological_process,0.736451858485014,0.8322815200705949,1/321 (0.31%),81/19699 (0.41%)
4047,GO:0009185,ribonucleoside diphosphate metabolic process,biological_process,0.736451858485014,0.8322815200705949,1/321 (0.31%),81/19699 (0.41%)
4048,GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,biological_process,0.736451858485014,0.8322815200705949,1/321 (0.31%),81/19699 (0.41%)
4049,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,cellular_component,0.736451858485014,0.8322815200705949,1/321 (0.31%),81/19699 (0.41%)
4050,GO:0021953,central nervous system neuron differentiation,biological_process,0.737329995504898,0.8330682274564103,3/321 (0.93%),234/19699 (1.19%)
4051,GO:0009266,response to temperature stimulus,biological_process,0.737797219686344,0.8333903935104632,2/321 (0.62%),160/19699 (0.81%)
4052,GO:0031175,neuron projection development,biological_process,0.7387542297727501,0.834265509417685,10/321 (3.12%),719/19699 (3.65%)
4053,GO:0099568,cytoplasmic region,cellular_component,0.7398471043126924,0.8352935857028103,4/321 (1.25%),307/19699 (1.56%)
4054,GO:0003407,neural retina development,biological_process,0.7407641713317017,0.8355045865414487,1/321 (0.31%),82/19699 (0.42%)
4055,GO:0048644,muscle organ morphogenesis,biological_process,0.7407641713317017,0.8355045865414487,1/321 (0.31%),82/19699 (0.42%)
4056,GO:0022600,digestive system process,biological_process,0.7407641713317017,0.8355045865414487,1/321 (0.31%),82/19699 (0.42%)
4057,GO:0044458,motile cilium assembly,biological_process,0.7407641713317017,0.8355045865414487,1/321 (0.31%),82/19699 (0.42%)
4058,GO:0031640,killing of cells of another organism,biological_process,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4059,GO:0141061,disruption of cell in another organism,biological_process,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4060,GO:0001540,amyloid-beta binding,molecular_function,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4061,GO:1990869,cellular response to chemokine,biological_process,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4062,GO:1990868,response to chemokine,biological_process,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4063,GO:0014823,response to activity,biological_process,0.7450061400834227,0.8389716147631422,1/321 (0.31%),83/19699 (0.42%)
4064,GO:0006959,humoral immune response,biological_process,0.7451211741341869,0.8389716147631422,3/321 (0.93%),237/19699 (1.20%)
4065,GO:0042742,defense response to bacterium,biological_process,0.746676248933632,0.8405157873510166,4/321 (1.25%),310/19699 (1.57%)
4066,GO:0090257,regulation of muscle system process,biological_process,0.7476770843508053,0.8414354598164828,3/321 (0.93%),238/19699 (1.21%)
4067,GO:0005525,GTP binding,molecular_function,0.7488570798544699,0.8425041437555295,5/321 (1.56%),382/19699 (1.94%)
4068,GO:1904892,regulation of receptor signaling pathway via STAT,biological_process,0.749178908692376,0.8425041437555295,1/321 (0.31%),84/19699 (0.43%)
4069,GO:0045921,positive regulation of exocytosis,biological_process,0.749178908692376,0.8425041437555295,1/321 (0.31%),84/19699 (0.43%)
4070,GO:0033218,amide binding,molecular_function,0.75272760258862,0.8454583248993603,3/321 (0.93%),240/19699 (1.22%)
4071,GO:0050900,leukocyte migration,biological_process,0.75272760258862,0.8454583248993603,3/321 (0.93%),240/19699 (1.22%)
4072,GO:0007034,vacuolar transport,biological_process,0.753105610735218,0.8454583248993603,2/321 (0.62%),165/19699 (0.84%)
4073,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,biological_process,0.7532836025649097,0.8454583248993603,1/321 (0.31%),85/19699 (0.43%)
4074,GO:0051310,metaphase chromosome alignment,biological_process,0.7532836025649097,0.8454583248993603,1/321 (0.31%),85/19699 (0.43%)
4075,GO:0002720,positive regulation of cytokine production involved in immune response,biological_process,0.7532836025649097,0.8454583248993603,1/321 (0.31%),85/19699 (0.43%)
4076,GO:0005546,"phosphatidylinositol-4,5-bisphosphate binding",molecular_function,0.7532836025649097,0.8454583248993603,1/321 (0.31%),85/19699 (0.43%)
4077,GO:0043542,endothelial cell migration,biological_process,0.7532836025649097,0.8454583248993603,1/321 (0.31%),85/19699 (0.43%)
4078,GO:0007018,microtubule-based movement,biological_process,0.756298161740874,0.848633656849223,6/321 (1.87%),456/19699 (2.31%)
4079,GO:0009132,nucleoside diphosphate metabolic process,biological_process,0.7573213288612624,0.8493652835574608,1/321 (0.31%),86/19699 (0.44%)
4080,GO:0060048,cardiac muscle contraction,biological_process,0.7573213288612624,0.8493652835574608,1/321 (0.31%),86/19699 (0.44%)
4081,GO:0006936,muscle contraction,biological_process,0.757696875516218,0.8495782947667148,3/321 (0.93%),242/19699 (1.23%)
4082,GO:0015631,tubulin binding,molecular_function,0.7608342381383827,0.8517327964238518,5/321 (1.56%),388/19699 (1.97%)
4083,GO:0072384,organelle transport along microtubule,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4084,GO:0044344,cellular response to fibroblast growth factor stimulus,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4085,GO:0141060,disruption of anatomical structure in another organism,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4086,GO:0150104,transport across blood-brain barrier,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4087,GO:0010232,vascular transport,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4088,GO:0005581,collagen trimer,cellular_component,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4089,GO:0050660,flavin adenine dinucleotide binding,molecular_function,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4090,GO:1901264,carbohydrate derivative transport,biological_process,0.7612931767904693,0.8517327964238518,1/321 (0.31%),87/19699 (0.44%)
4091,GO:0036211,protein modification process,biological_process,0.7617805023320082,0.8520697358684266,25/321 (7.79%),1727/19699 (8.77%)
4092,GO:0048592,eye morphogenesis,biological_process,0.7647933687700172,0.8548502312254498,2/321 (0.62%),169/19699 (0.86%)
4093,GO:0016477,cell migration,biological_process,0.7649767946478402,0.8548502312254498,13/321 (4.05%),939/19699 (4.77%)
4094,GO:0042277,peptide binding,molecular_function,0.7649997934752919,0.8548502312254498,3/321 (0.93%),245/19699 (1.24%)
4095,GO:0072341,modified amino acid binding,molecular_function,0.7652002179005173,0.8548502312254498,1/321 (0.31%),88/19699 (0.45%)
4096,GO:0000281,mitotic cytokinesis,biological_process,0.7652002179005173,0.8548502312254498,1/321 (0.31%),88/19699 (0.45%)
4097,GO:0032446,protein modification by small protein conjugation,biological_process,0.7673851231520192,0.8570819201236681,9/321 (2.80%),670/19699 (3.40%)
4098,GO:0031982,vesicle,cellular_component,0.7681477812374982,0.8577244193032517,61/321 (19.00%),4038/19699 (20.50%)
4099,GO:1902903,regulation of supramolecular fiber organization,biological_process,0.7685782445984406,0.8579957623236738,5/321 (1.56%),392/19699 (1.99%)
4100,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,biological_process,0.769043506363825,0.858096569631211,1/321 (0.31%),89/19699 (0.45%)
4101,GO:0005758,mitochondrial intermembrane space,cellular_component,0.769043506363825,0.858096569631211,1/321 (0.31%),89/19699 (0.45%)
4102,GO:0061025,membrane fusion,biological_process,0.7704555644038762,0.8592531964611456,2/321 (0.62%),171/19699 (0.87%)
4103,GO:0051963,regulation of synapse assembly,biological_process,0.7704555644038762,0.8592531964611456,2/321 (0.62%),171/19699 (0.87%)
4104,GO:0022898,regulation of transmembrane transporter activity,biological_process,0.7728240792581245,0.8610554553954323,1/321 (0.31%),90/19699 (0.46%)
4105,GO:0035578,azurophil granule lumen,cellular_component,0.7728240792581245,0.8610554553954323,1/321 (0.31%),90/19699 (0.46%)
4106,GO:0032273,positive regulation of protein polymerization,biological_process,0.7728240792581245,0.8610554553954323,1/321 (0.31%),90/19699 (0.46%)
4107,GO:0046928,regulation of neurotransmitter secretion,biological_process,0.7728240792581245,0.8610554553954323,1/321 (0.31%),90/19699 (0.46%)
4108,GO:0051492,regulation of stress fiber assembly,biological_process,0.7765429568428122,0.8645675294258213,1/321 (0.31%),91/19699 (0.46%)
4109,GO:1903035,negative regulation of response to wounding,biological_process,0.7765429568428122,0.8645675294258213,1/321 (0.31%),91/19699 (0.46%)
4110,GO:0070585,protein localization to mitochondrion,biological_process,0.7765429568428122,0.8645675294258213,1/321 (0.31%),91/19699 (0.46%)
4111,GO:0048640,negative regulation of developmental growth,biological_process,0.780201142830851,0.868429141716149,1/321 (0.31%),92/19699 (0.47%)
4112,GO:0000280,nuclear division,biological_process,0.7808057945018045,0.8686796600473405,4/321 (1.25%),326/19699 (1.65%)
4113,GO:0005770,late endosome,cellular_component,0.7808057945018045,0.8686796600473405,4/321 (1.25%),326/19699 (1.65%)
4114,GO:1902905,positive regulation of supramolecular fiber organization,biological_process,0.7814251981332295,0.869157504703716,2/321 (0.62%),175/19699 (0.89%)
4115,GO:0043547,positive regulation of GTPase activity,biological_process,0.7837996246562857,0.8711634002068528,1/321 (0.31%),93/19699 (0.47%)
4116,GO:0045132,meiotic chromosome segregation,biological_process,0.7837996246562857,0.8711634002068528,1/321 (0.31%),93/19699 (0.47%)
4117,GO:0032580,Golgi cisterna membrane,cellular_component,0.7837996246562857,0.8711634002068528,1/321 (0.31%),93/19699 (0.47%)
4118,GO:0072330,monocarboxylic acid biosynthetic process,biological_process,0.7840949689540107,0.8712800856767435,2/321 (0.62%),176/19699 (0.89%)
4119,GO:0006605,protein targeting,biological_process,0.7858421757917993,0.8730096210191907,3/321 (0.93%),254/19699 (1.29%)
4120,GO:0050727,regulation of inflammatory response,biological_process,0.7871057630625313,0.8738245183308226,5/321 (1.56%),402/19699 (2.04%)
4121,GO:0030134,COPII-coated ER to Golgi transport vesicle,cellular_component,0.7873393737374509,0.8738245183308226,1/321 (0.31%),94/19699 (0.48%)
4122,GO:0043279,response to alkaloid,biological_process,0.7873393737374509,0.8738245183308226,1/321 (0.31%),94/19699 (0.48%)
4123,GO:0036503,ERAD pathway,biological_process,0.7873393737374509,0.8738245183308226,1/321 (0.31%),94/19699 (0.48%)
4124,GO:0032561,guanyl ribonucleotide binding,molecular_function,0.7906702112121782,0.8766261320981774,5/321 (1.56%),404/19699 (2.05%)
4125,GO:0019001,guanyl nucleotide binding,molecular_function,0.7906702112121782,0.8766261320981774,5/321 (1.56%),404/19699 (2.05%)
4126,GO:0071774,response to fibroblast growth factor,biological_process,0.790821345735935,0.8766261320981774,1/321 (0.31%),95/19699 (0.48%)
4127,GO:0005643,nuclear pore,cellular_component,0.790821345735935,0.8766261320981774,1/321 (0.31%),95/19699 (0.48%)
4128,GO:0007032,endosome organization,biological_process,0.790821345735935,0.8766261320981774,1/321 (0.31%),95/19699 (0.48%)
4129,GO:0031902,late endosome membrane,cellular_component,0.7919334622999699,0.8776463576142765,2/321 (0.62%),179/19699 (0.91%)
4130,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,biological_process,0.794246480811367,0.8795708063570352,1/321 (0.31%),96/19699 (0.49%)
4131,GO:0097553,calcium ion transmembrane import into cytosol,biological_process,0.794246480811367,0.8795708063570352,1/321 (0.31%),96/19699 (0.49%)
4132,GO:0005798,Golgi-associated vesicle,cellular_component,0.794246480811367,0.8795708063570352,1/321 (0.31%),96/19699 (0.49%)
4133,GO:0019725,cellular homeostasis,biological_process,0.7945600248859008,0.8797051847853817,9/321 (2.80%),689/19699 (3.50%)
4134,GO:0009145,purine nucleoside triphosphate biosynthetic process,biological_process,0.7976157038721,0.8822346729392465,1/321 (0.31%),97/19699 (0.49%)
4135,GO:0042632,cholesterol homeostasis,biological_process,0.7976157038721,0.8822346729392465,1/321 (0.31%),97/19699 (0.49%)
4136,GO:0051303,establishment of chromosome localization,biological_process,0.7976157038721,0.8822346729392465,1/321 (0.31%),97/19699 (0.49%)
4137,GO:0021675,nerve development,biological_process,0.7976157038721,0.8822346729392465,1/321 (0.31%),97/19699 (0.49%)
4138,GO:0031345,negative regulation of cell projection organization,biological_process,0.7995203628758298,0.8840315263105559,2/321 (0.62%),182/19699 (0.92%)
4139,GO:0036064,ciliary basal body,cellular_component,0.8002271199735916,0.8840315263105559,4/321 (1.25%),336/19699 (1.71%)
4140,GO:0055092,sterol homeostasis,biological_process,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4141,GO:0001910,regulation of leukocyte mediated cytotoxicity,biological_process,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4142,GO:0032409,regulation of transporter activity,biological_process,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4143,GO:1905369,endopeptidase complex,cellular_component,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4144,GO:0015695,organic cation transport,biological_process,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4145,GO:0060349,bone morphogenesis,biological_process,0.8009299248218529,0.8840315263105559,1/321 (0.31%),98/19699 (0.50%)
4146,GO:0051321,meiotic cell cycle,biological_process,0.8009785317041459,0.8840315263105559,3/321 (0.93%),261/19699 (1.32%)
4147,GO:0045216,cell-cell junction organization,biological_process,0.8019944532575193,0.8849393955061875,2/321 (0.62%),183/19699 (0.93%)
4148,GO:0051649,establishment of localization in cell,biological_process,0.8024788715423031,0.8852604953119116,23/321 (7.17%),1639/19699 (8.32%)
4149,GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function,0.8041900388023736,0.8860803581122928,1/321 (0.31%),99/19699 (0.50%)
4150,GO:0008593,regulation of Notch signaling pathway,biological_process,0.8041900388023736,0.8860803581122928,1/321 (0.31%),99/19699 (0.50%)
4151,GO:0016528,sarcoplasm,cellular_component,0.8041900388023736,0.8860803581122928,1/321 (0.31%),99/19699 (0.50%)
4152,GO:0098685,Schaffer collateral - CA1 synapse,cellular_component,0.8041900388023736,0.8860803581122928,1/321 (0.31%),99/19699 (0.50%)
4153,GO:0071897,DNA biosynthetic process,biological_process,0.8041900388023736,0.8860803581122928,1/321 (0.31%),99/19699 (0.50%)
4154,GO:0008237,metallopeptidase activity,molecular_function,0.8068616497570038,0.8888100531739606,2/321 (0.62%),185/19699 (0.94%)
4155,GO:0031970,organelle envelope lumen,cellular_component,0.8073969264321919,0.8891856911164923,1/321 (0.31%),100/19699 (0.51%)
4156,GO:0010817,regulation of hormone levels,biological_process,0.8076801844799312,0.8892836671553151,7/321 (2.18%),558/19699 (2.83%)
4157,GO:0051495,positive regulation of cytoskeleton organization,biological_process,0.8092551995041956,0.8908035228789569,2/321 (0.62%),186/19699 (0.94%)
4158,GO:0051258,protein polymerization,biological_process,0.8105514540415222,0.8920158704371356,1/321 (0.31%),101/19699 (0.51%)
4159,GO:0098772,molecular function regulator activity,molecular_function,0.8125182876370127,0.8937116695598191,33/321 (10.28%),2307/19699 (11.71%)
4160,GO:1904062,regulation of monoatomic cation transmembrane transport,biological_process,0.813231483385506,0.8937116695598191,3/321 (0.93%),267/19699 (1.36%)
4161,GO:0019882,antigen processing and presentation,biological_process,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4162,GO:0009201,ribonucleoside triphosphate biosynthetic process,biological_process,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4163,GO:0015833,peptide transport,biological_process,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4164,GO:0043130,ubiquitin binding,molecular_function,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4165,GO:0030168,platelet activation,biological_process,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4166,GO:0015914,phospholipid transport,biological_process,0.8136544739033791,0.8937116695598191,1/321 (0.31%),102/19699 (0.52%)
4167,GO:0008234,cysteine-type peptidase activity,molecular_function,0.813963310576896,0.8938363897577862,2/321 (0.62%),188/19699 (0.95%)
4168,GO:0015980,energy derivation by oxidation of organic compounds,biological_process,0.817171880164067,0.8971445659656836,3/321 (0.93%),269/19699 (1.37%)
4169,GO:0050708,regulation of protein secretion,biological_process,0.8191155537818466,0.8990628032756625,3/321 (0.93%),270/19699 (1.37%)
4170,GO:0006906,vesicle fusion,biological_process,0.8197093305513933,0.8994988266443843,1/321 (0.31%),104/19699 (0.53%)
4171,GO:0043269,regulation of monoatomic ion transport,biological_process,0.8206908646665474,0.9002983425125806,5/321 (1.56%),422/19699 (2.14%)
4172,GO:0046434,organophosphate catabolic process,biological_process,0.8208313269182869,0.9002983425125806,2/321 (0.62%),191/19699 (0.97%)
4173,GO:0034330,cell junction organization,biological_process,0.8217059388083248,0.900796089041935,7/321 (2.18%),568/19699 (2.88%)
4174,GO:0032231,regulation of actin filament bundle assembly,biological_process,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4175,GO:0007040,lysosome organization,biological_process,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4176,GO:0080171,lytic vacuole organization,biological_process,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4177,GO:0050000,chromosome localization,biological_process,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4178,GO:0008238,exopeptidase activity,molecular_function,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4179,GO:0051928,positive regulation of calcium ion transport,biological_process,0.8226628036258004,0.900796089041935,1/321 (0.31%),105/19699 (0.53%)
4180,GO:0023061,signal release,biological_process,0.8274716610818426,0.9058449635904313,2/321 (0.62%),194/19699 (0.98%)
4181,GO:0051588,regulation of neurotransmitter transport,biological_process,0.8284258308971073,0.9066726513668245,1/321 (0.31%),107/19699 (0.54%)
4182,GO:0048285,organelle fission,biological_process,0.8300387400922308,0.9082207299550897,4/321 (1.25%),353/19699 (1.79%)
4183,GO:0051179,localization,biological_process,0.8306366966365126,0.9086577821475427,67/321 (20.87%),4520/19699 (22.95%)
4184,GO:0031341,regulation of cell killing,biological_process,0.8312369429980683,0.9090507243095073,1/321 (0.31%),108/19699 (0.55%)
4185,GO:0008015,blood circulation,biological_process,0.8313931247453785,0.9090507243095073,5/321 (1.56%),429/19699 (2.18%)
4186,GO:0043408,regulation of MAPK cascade,biological_process,0.8326579210263366,0.9102162179454366,8/321 (2.49%),648/19699 (3.29%)
4187,GO:0022904,respiratory electron transport chain,biological_process,0.8340021383070172,0.910815506330522,1/321 (0.31%),109/19699 (0.55%)
4188,GO:0090174,organelle membrane fusion,biological_process,0.8340021383070172,0.910815506330522,1/321 (0.31%),109/19699 (0.55%)
4189,GO:0032543,mitochondrial translation,biological_process,0.8340021383070172,0.910815506330522,1/321 (0.31%),109/19699 (0.55%)
4190,GO:0005903,brush border,cellular_component,0.8340021383070172,0.910815506330522,1/321 (0.31%),109/19699 (0.55%)
4191,GO:0008092,cytoskeletal protein binding,molecular_function,0.8346548498461841,0.9113108892523818,13/321 (4.05%),1000/19699 (5.08%)
4192,GO:0070372,regulation of ERK1 and ERK2 cascade,biological_process,0.8358316737380806,0.912106647261852,3/321 (0.93%),279/19699 (1.42%)
4193,GO:0008017,microtubule binding,molecular_function,0.8358316737380806,0.912106647261852,3/321 (0.93%),279/19699 (1.42%)
4194,GO:1905475,regulation of protein localization to membrane,biological_process,0.8359815130573451,0.912106647261852,2/321 (0.62%),198/19699 (1.01%)
4195,GO:1903046,meiotic cell cycle process,biological_process,0.8380490146477824,0.9141445043000238,2/321 (0.62%),199/19699 (1.01%)
4196,GO:0060078,regulation of postsynaptic membrane potential,biological_process,0.8393977572137926,0.9145259544792975,1/321 (0.31%),111/19699 (0.56%)
4197,GO:0001676,long-chain fatty acid metabolic process,biological_process,0.8393977572137926,0.9145259544792975,1/321 (0.31%),111/19699 (0.56%)
4198,GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,biological_process,0.8393977572137926,0.9145259544792975,1/321 (0.31%),111/19699 (0.56%)
4199,GO:1902936,phosphatidylinositol bisphosphate binding,molecular_function,0.8393977572137926,0.9145259544792975,1/321 (0.31%),111/19699 (0.56%)
4200,GO:0007218,neuropeptide signaling pathway,biological_process,0.8393977572137926,0.9145259544792975,1/321 (0.31%),111/19699 (0.56%)
4201,GO:0010256,endomembrane system organization,biological_process,0.8399906345856202,0.9148478471208833,7/321 (2.18%),582/19699 (2.95%)
4202,GO:0061135,endopeptidase regulator activity,molecular_function,0.8400929651407193,0.9148478471208833,2/321 (0.62%),200/19699 (1.02%)
4203,GO:0007006,mitochondrial membrane organization,biological_process,0.8420296399958209,0.9159586159537665,1/321 (0.31%),112/19699 (0.57%)
4204,GO:0042470,melanosome,cellular_component,0.8420296399958209,0.9159586159537665,1/321 (0.31%),112/19699 (0.57%)
4205,GO:0048770,pigment granule,cellular_component,0.8420296399958209,0.9159586159537665,1/321 (0.31%),112/19699 (0.57%)
4206,GO:0072593,reactive oxygen species metabolic process,biological_process,0.8420296399958209,0.9159586159537665,1/321 (0.31%),112/19699 (0.57%)
4207,GO:0120032,regulation of plasma membrane bounded cell projection assembly,biological_process,0.8421135800597442,0.9159586159537665,2/321 (0.62%),201/19699 (1.02%)
4208,GO:0071674,mononuclear cell migration,biological_process,0.8446185247439366,0.9184649531368492,1/321 (0.31%),113/19699 (0.57%)
4209,GO:0005975,carbohydrate metabolic process,biological_process,0.8457774991486623,0.9195067965803866,5/321 (1.56%),439/19699 (2.23%)
4210,GO:0004857,enzyme inhibitor activity,molecular_function,0.8471588460789745,0.9203595339630697,5/321 (1.56%),440/19699 (2.23%)
4211,GO:0043679,axon terminus,cellular_component,0.8471651117733041,0.9203595339630697,1/321 (0.31%),114/19699 (0.58%)
4212,GO:0098982,GABA-ergic synapse,cellular_component,0.8471651117733041,0.9203595339630697,1/321 (0.31%),114/19699 (0.58%)
4213,GO:0060491,regulation of cell projection assembly,biological_process,0.8480375552195032,0.9210887257331908,2/321 (0.62%),204/19699 (1.04%)
4214,GO:0005200,structural constituent of cytoskeleton,molecular_function,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4215,GO:0140104,molecular carrier activity,molecular_function,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4216,GO:0007586,digestion,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4217,GO:0046496,nicotinamide nucleotide metabolic process,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4218,GO:0019362,pyridine nucleotide metabolic process,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4219,GO:1903076,regulation of protein localization to plasma membrane,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4220,GO:0048588,developmental cell growth,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4221,GO:0016051,carbohydrate biosynthetic process,biological_process,0.8496700900281302,0.921113216972703,1/321 (0.31%),115/19699 (0.58%)
4222,GO:0040011,locomotion,biological_process,0.8502677881907106,0.9215428999642156,4/321 (1.25%),366/19699 (1.86%)
4223,GO:0005516,calmodulin binding,molecular_function,0.851874110328166,0.9224734972245042,2/321 (0.62%),206/19699 (1.05%)
4224,GO:0016567,protein ubiquitination,biological_process,0.8521169909121207,0.9224734972245042,7/321 (2.18%),592/19699 (3.01%)
4225,GO:0031985,Golgi cisterna,cellular_component,0.8521341372657207,0.9224734972245042,1/321 (0.31%),116/19699 (0.59%)
4226,GO:0016358,dendrite development,biological_process,0.8521341372657207,0.9224734972245042,1/321 (0.31%),116/19699 (0.59%)
4227,GO:0061640,cytoskeleton-dependent cytokinesis,biological_process,0.8521341372657207,0.9224734972245042,1/321 (0.31%),116/19699 (0.59%)
4228,GO:0003013,circulatory system process,biological_process,0.8540646254906624,0.9243447129039398,6/321 (1.87%),520/19699 (2.64%)
4229,GO:0031032,actomyosin structure organization,biological_process,0.854557920237569,0.9244414088696179,1/321 (0.31%),117/19699 (0.59%)
4230,GO:0051224,negative regulation of protein transport,biological_process,0.854557920237569,0.9244414088696179,1/321 (0.31%),117/19699 (0.59%)
